,SBI Bluechip Fund,ICICI Pru Bluechip Fund,Nippon Large Cap Fund,Axis Bluechip Fund,HDFC Top 100 Fund
2024-04-18,-1.6075732880927933,3.604889492443858,-1.2282716239844291,-0.9571298707854714,-0.7039382077163004
2024-04-19,-1.3789281944975367,3.7241058802370524,-1.4869018407832837,-1.0736561126235435,-0.9385874755451604
2024-04-22,-1.2799672649643759,3.465295389286395,-1.5303532206211252,-1.3122859643342295,-0.8159449741954772
2024-04-23,-1.4397736266476446,3.1236042193528766,-1.6889704059105504,-1.3876036191705636,-0.8118510079223462
2024-04-24,-1.220644847806357,3.229318252426183,-1.8799223735444028,-1.5683594681936397,-0.6466259762334453
2024-04-25,-0.7843723921149406,3.2709369404638537,-2.3598923508651852,-2.1074820838066652,-0.6970559104660796
2024-04-26,-0.5989985105307963,3.3542436041396506,-2.193175647630963,-1.8725391533110793,-1.2234460673084981
2024-04-29,-0.3788263199876021,3.205343908423437,-1.6667704217292931,-1.3715048791517945,-1.2916443040946692
2024-04-30,-0.6121716497712353,3.0644745081243365,-2.0718676538758642,-1.3615063071939115,-1.3944042706587254
2024-05-01,-0.65855266896395,3.5249685541662243,-1.9773811899539553,-1.1919734647709628,-1.372935004234485
2024-05-02,-0.9831213596288512,3.4313014480870057,-1.5786973688640282,-1.1695744364065372,-1.5012503206908965
2024-05-03,-0.8388511431379959,3.3258588739640933,-1.5501876741904042,-0.8627428037750052,-1.5425942320049821
2024-05-06,-0.43185278074980465,3.5385110965436284,-2.0649078586006007,-1.1767494397679605,-1.1530869341801675
2024-05-07,-0.5411381384465558,3.5775671519599492,-2.1174642743449565,-1.1030261927481695,-0.7251600389167723
2024-05-08,-0.37178890665022146,3.385488078102485,-1.9811162770178472,-1.5062978081631504,-0.5109078691255947
2024-05-09,-0.6748842716059712,3.2809870838301696,-2.06643472740413,-1.4696905642604616,-0.757091442116748
2024-05-10,-0.08974161700137104,3.046746168107593,-2.065854429556553,-1.5330691953750806,-0.6634813802459292
2024-05-13,0.24887300912430366,3.0855863947071467,-2.2689443268590934,-1.5080838843279827,-0.6754864513776966
2024-05-14,0.5628722443654626,3.3619889759873836,-2.6351625256244304,-1.734837168300531,-0.3219545277749414
2024-05-15,0.6831309179399091,3.0925465768923117,-2.6407266534491156,-1.9063833701902622,-0.17481387048897754
2024-05-16,0.7222836373130287,3.2526775986191914,-2.7945507246932975,-1.5630342015746441,-0.5757329789684807
2024-05-17,0.928112933940539,2.896944319008394,-2.7124169677536174,-1.2448923218080648,-0.2259841591308568
2024-05-20,0.6700327925644377,2.9869975667788236,-2.8385546410892055,-1.2093191420700635,-0.0739474619737762
2024-05-21,1.0676216339400757,3.2390057674490786,-2.6399505939289916,-1.1562444763782145,-0.09928864752667237
2024-05-22,1.397610722220195,3.321906081272057,-2.1720241232569513,-1.5293960626414866,-0.14470453980430967
2024-05-23,1.8549750867396984,3.2730035584114057,-2.067347585968213,-1.359861362681639,0.07333927740124782
2024-05-24,2.236210723065757,3.2094019255147788,-2.3831415120355905,-1.2239890701548657,0.13343838492568574
2024-05-27,2.1328897465237238,3.2342989383140393,-2.5594429744934324,-1.0757869054722018,-0.038833327218115075
2024-05-28,2.107124516167631,3.2616283375110093,-2.6691653752961444,-0.9271603383406913,0.2450646956246528
2024-05-29,2.154944333196831,4.055568215234563,-2.641522070733431,-0.9304692188017469,0.19029488908737718
2024-05-30,1.995562263119475,3.9826782573465844,-2.7084811359355947,-0.9448688339446262,0.1948465290987167
2024-05-31,2.2859870591974514,4.133147508296621,-2.6089145553907898,-0.9744372597882356,-0.22367345009190906
2024-06-03,1.8136029565092209,4.37304340442956,-2.4797347221202886,-0.9082727252184858,-0.3055067691279339
2024-06-04,2.271045128229206,4.4623019437620846,-2.540224949143013,-1.0618506950831426,-0.6766313019152327
2024-06-05,2.1525019175154463,4.218896961535507,-2.3395180479863846,-1.1052396540087743,-0.6771559330451882
2024-06-06,1.841762253356701,4.138783688581394,-2.1899501991663994,-1.291256874064412,-0.8802754197951171
2024-06-07,2.157642111630247,3.768834208763786,-2.598041074443161,-1.4796948829976988,-0.6866177438833962
2024-06-10,1.9783000820176098,3.805310518028783,-2.256969157081568,-1.5705458881153436,-1.1231923478797217
2024-06-11,2.018972399466361,3.664346151650125,-2.1074868570175878,-1.3514061514106732,-1.3296225537055062
2024-06-12,2.069252029809196,3.6113844598959055,-2.4025866443860417,-1.3137233602881986,-1.5707581941732804
2024-06-13,1.7563344748652832,3.1971000430945713,-2.7496013298211213,-1.1533349792683756,-1.9106008681515367
2024-06-14,1.6227101839223657,3.492423244501708,-2.2803945390959353,-0.942748867889936,-1.9197947632334387
2024-06-17,1.5474494259466605,3.0080409722316404,-2.8686471467546935,-0.7268810422899777,-1.7386086335929516
2024-06-18,1.8432685260823183,2.5379107810497126,-3.063911857443885,-0.6005449282333326,-1.8273133046366268
2024-06-19,1.6053734422272117,2.4059254945264192,-3.042012223819323,-0.34922205710034443,-1.5197836799809128
2024-06-20,1.2855430479670444,2.841958180833088,-2.9424915159204295,-0.08174470408446813,-1.4587239209984306
2024-06-21,1.1855586989119467,2.801185287878321,-3.2239951023385442,-0.04751386910771209,-1.1075673984787473
2024-06-24,1.210021070298506,2.8892227552153287,-3.0612296847663947,0.412647025129463,-0.8607267508253325
2024-06-25,0.8071350626026538,3.424786218957154,-2.8852059270489385,0.2551193844368258,-0.7117775180868156
2024-06-26,0.8704085777133413,3.3047272706192423,-2.5236468746397365,-0.16278694328323096,-0.9989343034045798
2024-06-27,0.7671071789845486,3.2374862636014776,-2.643497183110531,-0.4612421505639437,-0.7729557893691563
2024-06-28,0.9511259727506318,2.9170896102676256,-2.7619232575463832,-0.8706780913969845,-0.2707796764189883
2024-07-01,1.1923709989680569,2.492563336860243,-3.034435838752634,-0.7842825534758899,-0.11580235448202797
2024-07-02,1.0510314122104214,2.7414237547400426,-3.3355311976389124,-0.6233788867689315,0.20268311938236697
2024-07-03,0.8648301839818517,3.089945004396165,-3.4341410776208843,-0.6861971661640415,0.1472543272814161
2024-07-04,0.7322238830755239,2.788616959196672,-3.682020810415572,-0.3708525696983229,0.14685452198689608
2024-07-05,0.938255631917401,2.793362089384172,-3.694076449392479,-0.20554128246255243,-0.058180998129286426
2024-07-08,1.0141681153163569,2.5519667345550685,-3.7328432333070407,-0.4499143186181879,0.12532338760406256
2024-07-09,1.3689047896210842,2.5052848392092684,-3.5509052246867987,-0.47138712645143477,0.39130690976071403
2024-07-10,1.5382289455940477,2.7093730201539277,-3.3401660710912675,0.0726784312679899,0.4486244748149275
2024-07-11,1.912839253313515,2.47339695834068,-3.297902338267132,-0.6014584119691201,0.37543857038880957
2024-07-12,1.949051607865104,2.243625114774999,-2.859068388894686,-0.4534252253631355,0.24028572461069253
2024-07-15,1.8454751712841733,2.021709129763911,-3.0783428072297943,-0.8372893408362022,-0.16044883836702298
2024-07-16,1.4869944512062834,2.0027841023944237,-2.864650893229523,-1.1308710961211654,-0.29085939598540445
2024-07-17,1.426249903321014,1.9913265802190379,-2.687246839552962,-0.9862488488416132,0.06346290726502327
2024-07-18,1.369314169774959,2.3440484371842363,-2.5395943715615306,-0.7927238491740954,-0.001756328945025576
2024-07-19,1.1077241161443858,2.858593042079724,-2.886559373563133,-0.8456117522260544,0.07230828590279877
2024-07-22,1.5380932187310654,2.8969358864580346,-2.8373944702538725,-0.8209841307234518,-0.48575020221720805
2024-07-23,1.4520267543945795,2.7469469229336827,-2.3073688483645944,-0.9187191216616941,-0.18818954620271364
2024-07-24,1.567393561178341,2.642138650924437,-2.4139732893674473,-0.6898491361917912,-0.4193233325299225
2024-07-25,1.334124231969675,2.3292843384987365,-2.5742234649904097,-0.7335280552747355,-0.5495045025477536
2024-07-26,1.325985082689231,2.203136931302699,-2.377280784548554,-0.541551569145138,-0.5871309498406797
2024-07-29,1.4698941817957907,2.3843397396285058,-2.442981400219469,-0.430771381102697,-0.7256627357779524
2024-07-30,1.1706805963430478,2.438125758138279,-2.4005280066887806,-0.16170346339674121,-0.7701446269825201
2024-07-31,1.0116194491633288,2.1417930689259563,-2.1924019388194704,-0.3512865049337045,-0.7832128399306837
2024-08-01,0.5891090939143341,2.042917603907837,-2.1001627407181243,-0.4835372128691066,-0.47906752628047683
2024-08-02,0.32021436328090885,1.7893809426988887,-2.36999247593017,-0.8137436348680611,-0.5426765526164895
2024-08-05,0.14938829047276006,1.4502057996251545,-2.454882331429192,-0.22326724611092177,-0.662926124902749
2024-08-06,0.04177955319805858,0.8998826349666096,-2.549674143511194,-0.42276493898283424,-1.1952334554087638
2024-08-07,0.467914340958595,0.6371251672304485,-2.754520748964349,-0.6016160650403162,-1.276128231746162
2024-08-08,0.4847954077470288,0.12215107224700786,-2.449755028895305,-0.4601193580112703,-1.4060013497542572
2024-08-09,0.8291996295074914,0.580211245867577,-2.4999772398718645,-0.13295966870922632,-1.7579927385471
2024-08-12,0.9330830139571,0.4689858230357414,-2.7213500122811207,-0.13393583352256316,-1.5122624052931162
2024-08-13,0.8240510403334774,0.7843976434880034,-2.669736629729141,-0.024766022266047412,-1.2824842936520957
2024-08-14,0.6619196295210621,0.7655364304301406,-2.4001305769187344,-0.4756642995481863,-1.1929597499920777
2024-08-15,0.6867376184313965,0.5512189760125001,-2.6590979445435363,-0.759557737999729,-0.9660619107782824
2024-08-16,0.3222896963819143,0.5234005080347466,-2.2616948691558143,-0.7654626894913008,-0.6972560848326663
2024-08-19,0.5185447790260145,0.8302316924814445,-2.577493719628286,-0.6219440766755687,-0.7464740259813702
2024-08-20,0.5233110293123461,0.6610927178381387,-2.1736404767109603,-0.4575435539731989,-0.8254380251415515
2024-08-21,0.6221178701624137,0.6949299127953262,-1.9445342936439094,-0.7808049432173733,-1.052306435425499
2024-08-22,0.807656541764889,0.2900708809462637,-1.7952203936975257,-0.8021436962961243,-0.5699507799702122
2024-08-23,0.8182781751861042,0.09023534816655528,-1.4902457087237284,-0.619072199520713,-0.5122781220953633
2024-08-26,0.6391329620574697,0.4839851180021188,-1.2029803696337842,-0.5111199524575692,-0.9504307188737476
2024-08-27,0.9734746803328863,0.8588383680353107,-1.2068633194169085,-0.6670635486305134,-0.8670613355080686
2024-08-28,0.6580883061264424,0.9361658237449598,-1.2525378641028018,-0.2848856464841854,-1.1201123448197507
2024-08-29,0.5419387716402982,0.8800990812140539,-0.8721998040196898,-0.14655552620990067,-1.1540267689430759
2024-08-30,0.5706476064911298,0.9248586808347548,-0.8800490709666835,-0.31142864688023325,-0.791716537647991
2024-09-02,0.21847097599592014,1.249876889673457,-1.4060229080466384,-0.8503758157875024,-0.5454581860511687
2024-09-03,0.399805989679192,1.148186849354581,-1.0336876378038222,-0.6979302592235077,-0.8346793855089734
2024-09-04,0.3987178177528444,0.8164102515223565,-1.2088779909279024,-0.92306630400329,-0.878540850464063
2024-09-05,0.8519697847347366,0.6268460245390892,-1.4906717151263538,-1.1595425799402719,-0.577519023137481
2024-09-06,0.5765723252755859,0.6941437992847189,-1.5393638984704459,-1.2607375603295163,-0.4527114349628886
2024-09-09,0.3784683931146711,0.6633960824624097,-1.2083730740612197,-0.9766236578048234,-0.7792388460318816
2024-09-10,0.5623228001848508,0.8305623429408219,-1.0831625754523873,-0.8627334611966945,-1.3185976300493083
2024-09-11,0.39677991686655606,0.6618527567755923,-1.0097801481090887,-0.40416719325967343,-1.269884190993645
2024-09-12,0.3487442628408934,0.6579353591846941,-0.8426759390812536,-0.3439341170539241,-1.3334871619742183
2024-09-13,-0.3276849982272398,0.9897403087906977,-0.6978806444074668,-0.22511787646660933,-1.0821897606891009
2024-09-16,-0.24579327119540062,0.9968098107917404,-0.6030531485058008,-0.20579921112730776,-1.291377215803884
2024-09-17,-0.47687513970512985,1.1170005814108204,-0.08699827680060761,0.16644366246365275,-1.7929712894418777
2024-09-18,-0.29751384773449707,1.1360174245780785,-0.40849601989478174,0.2671229888826181,-1.8596582363352119
2024-09-19,-0.7075071964420825,1.511199734616417,-0.05331730702390674,-0.16195780205042606,-1.5516138199869505
2024-09-20,-0.4583829307620898,1.4575429223513423,-0.35246574192938496,-0.36391710823436824,-1.6898914985106128
2024-09-23,-0.29838884305871727,1.020746419958431,-0.02204144842356987,-0.22082904876130993,-1.8409725303691105
2024-09-24,-0.39061424543841533,1.0342037276232399,-0.1806967926021002,-0.4276820200787394,-2.094375122595123
2024-09-25,-0.7984524742198668,0.574137851610869,-0.5743406908998868,-0.43317163971013617,-2.2618985852919593
2024-09-26,-0.9637666528045086,0.842514210117494,-0.7377497206451527,-0.8216835065745787,-2.413270159343533
2024-09-27,-1.2541405790002937,0.8965794231457946,-0.2490638742382678,-0.6823375971578614,-2.1037350830327948
2024-09-30,-0.9754290967266114,0.9281672408865508,-0.277895395115145,-0.4392658133609942,-2.147982798777281
2024-10-01,-0.7948083879420477,0.886130595458049,-0.4430699667593594,-0.539891577223752,-2.31103071490801
2024-10-02,-0.7482877602422273,0.7368064561673735,-0.5589236955146083,-0.39114017799200346,-1.9533550143612857
2024-10-03,-0.8182630794379642,0.5417411364357323,-0.4839750084418703,-0.09833513783785959,-1.928665713600278
2024-10-04,-1.0194317543238616,0.6585156440077605,-0.49762091555671795,0.35096673291425173,-1.5420791312828135
2024-10-07,-0.6923332990583604,0.4142777924433187,-0.5002665477297349,0.03816522288387381,-1.9167503420815846
2024-10-08,-1.2463202860231353,0.3258390943722551,-0.684213753664695,0.12731944954616767,-2.1185998628612777
2024-10-09,-1.4372136281798171,0.6885499913909536,-0.6753180947627705,0.13957658873466536,-2.270169394261159
2024-10-10,-1.2342035988441695,0.7023719434731966,-0.4816323627979223,0.3550388688730687,-2.3179004072693727
2024-10-11,-1.0388673398949169,0.6607873496184608,-0.5677499000502542,0.9941275733019121,-1.6688730547716146
2024-10-14,-0.8012639127091228,0.818503984725009,-0.5790184486990476,1.1363614353340905,-1.3475368983533793
2024-10-15,-0.9442749222202744,0.5762723871743043,-0.22533114507398044,0.7001120606613307,-1.0828926776252892
2024-10-16,-0.8960497807695397,0.5465490827651264,-0.5405476740481592,0.38007652865444236,-0.664636467022436
2024-10-17,-0.7727797825136963,0.8817430592505456,0.04427968539023147,0.6876021183315573,-0.8026481145615326
2024-10-18,-0.6875182855656222,0.5769862083684199,-0.03932658629529913,0.3506299192152447,-0.6836988349584602
2024-10-21,-0.5947267802496534,0.8444519697986742,0.5045965147470869,0.49191639067060705,-0.6029728165858694
2024-10-22,-1.0722009469889986,1.1484198086892408,0.9273207831012515,0.13843790710248546,-0.7358617815240455
2024-10-23,-0.9527645729073579,0.9225199312283349,1.0180242063229452,-0.48336242880814445,-0.7061513968039296
2024-10-24,-0.9842343545664852,0.6273390986306429,0.7938007412781821,-0.5620280992713926,-0.8200623622061174
2024-10-25,-0.7538060669403396,0.6636418287284942,1.5928563325778393,-0.6908532317250493,-0.6771992503465535
2024-10-28,-0.6224602326643875,0.434100643910572,1.798733846591745,-0.7416974149294479,-0.8246749719027057
2024-10-29,-0.11666590949125187,0.6466631277026975,1.851118215963268,-0.6533055347453152,-1.0022694509448105
2024-10-30,0.07188516632118877,0.3641334051562877,1.6829599588386777,-0.23216776801503172,-0.9041702948995255
2024-10-31,0.4094402082935624,0.5975425746225058,1.679190350812632,-0.16232239343136337,-0.7819112923928035
2024-11-01,0.464897958250967,0.7255658010413993,1.7723092011848527,0.13675999683545115,-1.3577728639724214
2024-11-04,-0.18830255276829097,0.9439376009923661,2.060284503437222,0.09189494704526506,-1.7214548190569412
2024-11-05,-0.6141937223581976,1.0114077506374672,2.3160580160196993,-0.6725870482748554,-2.0610439867576757
2024-11-06,-0.6759515284901969,0.918934434454839,2.4424287385955865,-0.7516675313103184,-1.900657864520012
2024-11-07,-0.4794896995091383,1.3000739718867234,2.683463327045609,-0.8026466417254974,-1.71700207390787
2024-11-08,-0.8854553777893361,1.4444338566184471,2.328813907317253,-1.064178894365761,-1.7002211483451877
2024-11-11,-1.0280397906258412,2.072924711290027,2.4762662715759016,-0.9965854294561795,-1.8362920851198683
2024-11-12,-0.9956468796574919,2.0980196711983816,2.231987042972842,-1.4742389689024928,-2.3588926402484
2024-11-13,-1.1273234532869676,1.855688398923718,2.331189780634053,-1.645639953513464,-1.9651715884622514
2024-11-14,-1.274949033680355,2.0552242372718506,1.9774544410644908,-0.9499252239463774,-1.9841203422896083
2024-11-15,-1.4907747217902678,1.977221194411744,2.002375761047776,-1.1204966523688071,-2.112571705451825
2024-11-18,-1.5500689282295859,2.207870191376212,2.4239500145765014,-0.9365761988206126,-1.6896177813929016
2024-11-19,-1.682138325244429,1.8425982000340981,2.439468117289898,-0.5919824213297882,-1.5768774140566562
2024-11-20,-1.8441356587108266,2.156365649105216,2.6079696893786593,-0.4191790609772408,-1.7561791349006268
2024-11-21,-1.5452324971029103,2.2854062505454436,2.4953737209027977,-0.09274897070719795,-1.8260005900728973
2024-11-22,-1.5841148824275155,1.7312442109654391,2.76233398618362,-0.13269698858380347,-1.6967775381438854
2024-11-25,-1.0823944785614708,1.4996676934234205,2.5491462607466726,-0.3142835809956274,-1.4902863970287272
2024-11-26,-0.9529256854318983,1.7519869249049855,1.8641940864508986,-0.1948542833905529,-1.1640971369469433
2024-11-27,-1.1953307435928961,1.952746751471247,1.6361695432331225,-0.3555656317872532,-1.2929568872535881
2024-11-28,-0.9196257789095634,1.7393050923773181,1.5387628776415385,-0.17586989393207692,-1.3662889532183722
2024-11-29,-0.9944024270275588,1.8404204843484981,1.6245568613034822,-0.39007688310412386,-1.4053159624177296
2024-12-02,-1.3343228891041448,1.1149355622441892,2.170801024203391,-0.6176841462074311,-1.003013757849552
2024-12-03,-0.9623211131770698,1.0388256260451092,2.4357302206393867,-0.6246509298641595,-0.9848500197123798
2024-12-04,-0.4027480440399362,1.5855910340743298,2.536072570247811,-0.5486300108437343,-0.9898933807720357
2024-12-05,-0.35416563351250935,1.5840086007680036,2.5581345199127266,-0.6137658610893634,-1.1327682953550868
2024-12-06,0.09974051729215226,1.6677474071023208,2.7754266866374633,-0.8088378999591253,-0.8673562328690076
2024-12-09,0.11302546400662188,1.750254560330617,2.7306630859216243,-1.301141604898201,-0.5428890261737926
2024-12-10,0.30577942046017953,2.0236565397200112,2.608813092669012,-1.0094146902338623,-0.3694876116127225
2024-12-11,0.30903320536899975,2.293023895270875,2.3998036530252587,-0.8921442816990676,-0.44350631143098
2024-12-12,0.028514758566259568,2.4249543045684896,2.064521414160184,-1.1078386092868195,-0.35245200758941175
2024-12-13,0.1258683573344842,2.2126374542725067,1.8982389818352978,-1.6205424881863664,-0.12667717110856133
2024-12-16,0.12340226715946596,1.816983218878485,2.122052509478973,-1.5915688170420197,-0.20123191975378013
2024-12-17,0.2247611967179343,1.7945319064086809,2.473237777115974,-1.5815128306505026,-0.6359941083007333
2024-12-18,0.4316949504557986,1.7846331701941782,2.2201180821675126,-1.2866570574799365,-0.5759075302597279
2024-12-19,0.5166021682232405,1.8249387264733095,2.252236311823249,-1.3657250780952932,-0.8573398842870175
2024-12-20,0.8498674422261535,1.7714350568528285,2.32200301203687,-1.6911641290149382,-1.1061692941844534
2024-12-23,0.4368835648000579,1.637892398057286,2.5433623808446506,-1.5716917789560427,-1.0935205451894485
2024-12-24,0.35000174486474783,1.529127394398119,2.3511769729093297,-1.4492183294369518,-0.9615911710172631
2024-12-25,0.37261790427346037,1.6520080565414899,2.1814085902291773,-1.3512062959532458,-1.6038861186035622
2024-12-26,0.2339403091408473,1.9719540776800248,1.9555971469421431,-1.182057033670617,-1.7772834698531255
2024-12-27,0.26509838454399065,1.9128192821901888,1.7017606863324894,-1.4200005872480437,-1.938707727428894
2024-12-30,0.360702326303519,2.153337623787131,1.705323046338845,-1.3228297086949876,-1.7210928757728394
2024-12-31,-0.08136924360624027,1.8926770376372126,1.526600176068611,-1.200195058224047,-1.9456594575595931
2025-01-01,0.1775818010406545,1.9582964539533276,1.7859606418057712,-1.1131131165532875,-1.863518813756649
2025-01-02,0.17660593128396637,1.9534237451525707,1.287475956269077,-0.5457767245997603,-1.5809492380275834
2025-01-03,0.17067775678043792,1.8097586978431077,1.1893248319775747,-0.4600988449845538,-1.6616641530826644
2025-01-06,0.41645578624405344,1.8262825064860917,1.3420170048173372,-0.38129826014692586,-1.4106368513052583
2025-01-07,0.5050842665450116,1.9883476560458408,1.0629146517864185,-0.6438589620601131,-1.254911172439553
2025-01-08,0.8119967003596824,1.6930450862100472,1.245118489947072,-0.22574818011228684,-1.0055592767920285
2025-01-09,0.6376150406374984,1.7876590277647688,1.53728510731565,-0.31259390335934517,-1.2071708323940424
2025-01-10,0.3704417878570589,1.6752324999625028,1.4052997976623562,-0.11503698655880233,-1.279691402994152
2025-01-13,0.5381362570064223,1.5373676954263809,1.334762715997388,-0.4630748031927194,-1.1923324188750508
2025-01-14,0.3916322629290051,1.0295490451731677,0.8188672607164926,-0.42390885907974984,-1.2058190201427428
2025-01-15,0.5654054723278018,1.454207441126271,0.6382989101901213,-0.7969927917368422,-1.0337264686904393
2025-01-16,0.5896756306368307,1.630406140421991,0.7689474433760202,-0.7534674576340213,-0.928099069697849
2025-01-17,0.6780678208464972,1.5531882212445776,0.7927975494316041,-1.0757858374408213,-0.8771968358031225
2025-01-20,0.7555030900533833,1.6334866578065976,0.39505894106399864,-0.9641885329974726,-0.5270476580707797
2025-01-21,0.9850163598236243,1.4347331117197586,0.03812988115308543,-1.197963280185472,-0.2251492523457461
2025-01-22,0.8020045166742821,1.2236299115729559,0.23748465723923504,-1.113488532911218,-0.3420463853204498
2025-01-23,1.217106688075312,0.8714025611586117,0.06920176301238326,-0.8829394290189864,-0.21489613549908784
2025-01-24,0.9180890819727013,1.1744818868930689,0.2753558074755797,-0.9207270115062675,-0.07498100027396853
2025-01-27,1.0524404737493733,1.4681932257480919,0.0889904117855095,-0.9784792287800486,0.026633541443240736
2025-01-28,0.9710353697680193,1.4556695846708105,0.19057724054050199,-0.8741403846882032,0.43672284861538907
2025-01-29,1.094920310935108,2.0982460133053022,0.651080106493127,-0.8960601101816373,0.46145825034126486
2025-01-30,0.9303073854317159,1.9635886623713419,0.6035221152450237,-0.7376856030053308,0.6842982106049038
2025-01-31,0.8537960821215377,1.597589428731657,0.6200559923962861,-0.9688483494519732,0.3192875219065543
2025-02-03,0.5886886004751792,1.5504472419781383,1.0060042645745462,-1.5091018196326431,0.44793773077129445
2025-02-04,0.6092405434852487,1.7381106655800296,1.1692281107903792,-1.2776592547674883,0.6731404923044861
2025-02-05,0.4883361998288558,1.9289235017463238,0.9677275120284451,-1.4492512076371553,0.4263777171881584
2025-02-06,0.7915582448771274,2.0159801832737854,1.39957845623806,-1.5958034193230517,0.5244167601409523
2025-02-07,0.630334562363794,2.291931639281466,1.624458180090105,-2.1801478829133814,0.31471996798584884
2025-02-10,0.537318243444377,2.453539868448663,1.6287049065091443,-1.589069699343441,0.5017994834905778
2025-02-11,0.7882279583772726,2.559844016095445,1.6938253753732337,-1.035772245911741,0.36398117794129214
2025-02-12,1.3232133685381406,2.2482544248217073,1.502538210332575,-1.1130846021751124,0.45557006602874256
2025-02-13,1.221805589577302,1.9265281311466966,1.3973002570242798,-0.8926156404926869,0.6309782719496811
2025-02-14,1.3792994296379915,1.9666563234026913,1.5963418096919517,-1.4261444648964356,0.40509031242771265
2025-02-17,1.116132170531599,1.8771937684223248,1.7099668985487437,-1.1067593891801293,0.37552464947191183
2025-02-18,1.1625723899972094,2.4162688823261225,1.5162544433032719,-0.8890426025283782,0.06804388095848905
2025-02-19,1.260055468227183,2.503390527937508,1.853747348126361,-0.6620329462915201,0.1843719897170185
2025-02-20,1.3793493243161468,2.533210272987409,1.6690443018225392,-1.3273432154675144,0.408283574522807
2025-02-21,1.722559875802079,2.6228691710782845,1.4439349522901932,-1.3306106386366867,0.129602277945797
2025-02-24,1.5858548308556157,2.674005960406856,1.5047855867829274,-1.4534347116270934,-0.08316635805839953
2025-02-25,2.0244469808151027,2.7179472987233884,1.2020773612979911,-1.2947175569326541,0.30705881483733416
2025-02-26,2.3117688113844284,2.4838833587211893,1.2186205166458954,-1.2862381345528255,0.17154531179900961
2025-02-27,2.598906844955449,2.423471490887985,1.1746838280041247,-1.5321267164698231,0.053435692230160835
2025-02-28,2.334074978694554,2.602334955260436,0.8470409290711947,-1.31330079132831,0.016225902484161468
2025-03-03,2.491096172875478,2.74721252462376,0.5914262226416932,-1.6310036035119289,-0.15480906369319328
2025-03-04,2.7007225118608775,2.1910698914716025,0.22749470520855034,-1.7010520234094275,-0.1860165650966745
2025-03-05,2.432833776645459,1.8571672619237267,0.3708095627897341,-1.560617369089476,-0.3921824063032355
2025-03-06,2.080509828017794,1.6343917123399634,0.24927659084543557,-1.440337223104021,-0.5778654245121027
2025-03-07,1.8503689566955248,1.6894410911726,0.231838621473563,-1.5079081595857728,-0.24633466025142728
2025-03-10,1.9601301451147968,1.7266318352609338,0.07833871002334905,-1.6756813639075157,0.37703897904539846
2025-03-11,2.037391144363502,1.7333187190002226,-0.45377929457723293,-1.4292607820625345,0.4037140418430048
2025-03-12,1.9586143707301185,1.7105967473979085,-0.4559031107973476,-1.1513341505545884,0.4104329056608355
2025-03-13,1.8032815987089994,1.6716059256135518,-0.4672508389748076,-1.2865376568193927,0.40940130815734566
2025-03-14,1.7026588755005219,1.0008691148646096,-0.1430646213671519,-0.9420382460044214,0.26636574735299673
2025-03-17,1.8876253268460679,0.3056574275893087,-0.3719343523311021,-0.7985465310630808,0.0720770871399222
2025-03-18,2.115237800048093,0.21100193256323152,-0.0932150466392557,-0.4985362934318481,0.8460308586202842
2025-03-19,2.065030443571384,0.42175820622488597,-0.2657686400219722,-0.4128220680929909,0.5983042217087869
2025-03-20,2.354110146739647,0.42790752785901814,-0.044132272906101215,-0.7097751419902928,0.8095608140405094
2025-03-21,2.6055084126288994,0.5534830084758926,-0.19724698791604758,-0.6124391623067736,1.1035941851943891
2025-03-24,2.785452123009816,0.3310175774657432,-0.0782380905857609,-0.6946426455235383,1.0384563444950885
2025-03-25,3.202031076824533,0.4998169927640949,-0.05795943970630842,-0.892992463630824,1.081775730635032
2025-03-26,3.1673783475897626,-0.039389572206886825,-0.28734935229875785,-1.5021765333650834,0.9806178616387199
2025-03-27,3.0550904526771716,-0.05515673311494566,-0.30236694426056065,-1.7520088816064883,1.0003776212467117
2025-03-28,3.291798487126633,0.07991254472330543,-0.514904264119106,-1.6257248580364574,0.8829438587527815
2025-03-31,3.0025664609005003,0.359745395605241,-0.17894822270838767,-1.4202779549526445,0.7975149991619812
2025-04-01,2.963989518563623,0.25104695370224855,0.2641369436863104,-1.4681767612303185,0.780960808924875
2025-04-02,3.2957156641615843,0.030166893973807122,0.23484719655372438,-1.181707955707113,1.2333357298586507
2025-04-03,3.346706379086011,0.14202866872521164,0.20161241316630948,-1.305160109568494,1.2282300604977623
2025-04-04,3.1057380724024104,-0.23366234294540558,0.006250560339633488,-1.3569273108516045,1.6200323948783255
2025-04-07,3.0951861351710805,-0.00025829398647721945,-0.3507321609860402,-1.0823099625020298,1.3916698078974914
2025-04-08,2.955518714832805,-0.044740190064558094,-0.8309285105840912,-1.0716598276674665,1.4227334069746584
2025-04-09,2.4276439001027867,-0.669735932288775,-0.90031719019879,-0.904792615692487,1.6897564753525995
2025-04-10,2.6633425037877485,-0.606672016735834,-0.9156759376626303,-1.101425343053167,1.4377560813472676
2025-04-11,2.705314685889253,-0.1687024602292431,-0.6783042406557743,-1.3135311148865105,1.2916477669545474
2025-04-14,2.7349968784611676,-0.09152883252759138,-0.33847695843298,-1.1658982501940904,1.200605114874183
2025-04-15,2.562908023959921,-0.07194149329011114,-0.3505016071221909,-1.3223856678979802,1.2148911400908675
